symbol,date,n_candidates,chosen,settle,rejected,rejected_settles,reason
RB,2013-05-31,4,id129860,2.7549,id129860|id74769|id74769,2.75|2.78|2.78,matches next day (roll already happened)
RB,2013-06-28,4,id212193,2.7156,id212193|id129860|id129860,2.72|2.75|2.75,matches next day (roll already happened)
RB,2013-08-30,4,id186343,2.8901,id177692|id177692|id186343,3.02|3.02|2.89,matches next day (roll already happened)
RB,2013-11-29,4,id3265,2.6628,id288050|id288050|id3265,2.68|2.68|2.66,matches next day (roll already happened)
RB,2014-01-31,4,id148305,2.6314,id65602|id65602|id148305,2.63|2.63|2.63,matches next day (roll already happened)
RB,2014-02-28,4,id340528,2.9774,id148305|id148305|id340528,2.79|2.79|2.98,matches next day (roll already happened)
RB,2014-05-30,4,id458560,2.9719,id458560|id437237|id437237,2.97|3.0|3.0,matches next day (roll already happened)
RB,2014-08-29,4,id561055,2.6229,id561055|id29229|id29229,2.62|2.78|2.78,matches next day (roll already happened)
RB,2014-10-31,4,id187312,2.1478,id247628|id247628|id187312,2.17|2.17|2.15,matches next day (roll already happened)
RB,2014-11-28,4,id816559,1.8276,id187312|id187312|id816559,1.9|1.9|1.83,matches next day (roll already happened)
RB,2014-12-31,4,id402569,1.4721,id402569|id816559|id816559,1.47|1.44|1.44,matches next day (roll already happened)
RB,2015-01-30,4,id162142,1.4788,id162142|id402569|id402569,1.48|1.42|1.42,matches next day (roll already happened)
RB,2015-02-27,4,id262382,1.9779,id162142|id162142|id262382,1.77|1.77|1.98,matches next day (roll already happened)
RB,2015-03-31,4,id416386,1.77,id262382|id262382|id416386,1.78|1.78|1.77,matches next day (roll already happened)
RB,2015-05-29,4,id31954,2.0627,id31954|id80676|id80676,2.06|2.09|2.09,matches next day (roll already happened)
RB,2015-06-30,4,id191894,2.0494,id191894|id31954|id31954,2.05|2.09|2.09,matches next day (roll already happened)
RB,2015-07-31,4,id896928,1.772,id191894|id191894|id896928,1.84|1.84|1.77,matches next day (roll already happened)
RB,2015-10-30,4,id806885,1.3716,id237981|id237981|id806885,1.4|1.4|1.37,matches next day (roll already happened)
RB,2015-11-30,4,id418694,1.3069,id418694|id806885|id806885,1.31|1.36|1.36,matches next day (roll already happened)
RB,2015-12-31,4,id41425,1.271,id41425|id418694|id418694,1.27|1.27|1.27,matches next day (roll already happened)
RB,2016-01-29,4,id204500,1.1323,id204500|id41425|id41425,1.13|1.1|1.1,matches next day (roll already happened)
RB,2016-02-29,4,id746862,1.3207,id204500|id204500|id746862,1.05|1.05|1.32,matches next day (roll already happened)
RB,2016-04-29,4,id105797,1.6044,id105797|id833502|id833502,1.6|1.58|1.58,matches next day (roll already happened)
RB,2016-07-29,4,id874358,1.3194,id874358|id88756|id88756,1.32|1.32|1.32,matches next day (roll already happened)
RB,2016-09-30,4,id604647,1.4631,id604647|id189645|id189645,1.46|1.49|1.49,matches next day (roll already happened)
RB,2016-11-30,4,id439832,1.4825,id878627|id878627|id439832,1.49|1.49|1.48,matches next day (roll already happened)
RB,2016-12-30,4,id201933,1.6709,id201933|id439832|id439832,1.67|1.67|1.67,matches next day (roll already happened)
RB,2017-01-31,4,id272046,1.5501,id201933|id201933|id272046,1.53|1.53|1.55,matches next day (roll already happened)
RB,2017-02-28,4,id324482,1.7294,id324482|id272046|id272046,1.73|1.51|1.51,matches next day (roll already happened)
RB,2017-03-31,4,id320973,1.703,id324482|id324482|id320973,1.7|1.7|1.7,matches next day (roll already happened)
RB,2017-04-28,4,id150533,1.5481,id150533|id320973|id320973,1.55|1.55|1.55,matches next day (roll already happened)
RB,2017-06-30,4,id52193,1.5137,id769606|id769606|id52193,1.52|1.52|1.51,matches next day (roll already happened)
RB,2017-09-29,4,id221088,1.591,id221088|id832258|id832258,1.59|1.61|1.61,matches next day (roll already happened)
RB,2017-11-30,4,id550941,1.73,id455977|id455977|id550941,1.73|1.73|1.73,matches next day (roll already happened)
RB,2017-12-29,4,id174411,1.7958,id174411|id550941|id550941,1.8|1.8|1.8,matches next day (roll already happened)
RB,2018-01-31,4,id225725,1.8937,id225725|id174411|id174411,1.89|1.91|1.91,matches next day (roll already happened)
RB,2018-02-28,4,id870433,1.9246,id225725|id225725|id870433,1.76|1.76|1.92,matches next day (roll already happened)
RB,2018-03-29,4,id603493,2.0206,id603493|id870433|id870433,2.02|2.02|2.02,matches next day (roll already happened)
RB,2018-06-29,4,id171476,2.1512,id171476|id748941|id748941,2.15|2.18|2.18,matches next day (roll already happened)
RB,2018-08-31,4,id667604,1.997,id628802|id628802|id667604,2.14|2.14|2.0,matches next day (roll already happened)
RB,2018-09-28,4,id475232,2.0857,id475232|id667604|id667604,2.09|2.1|2.1,matches next day (roll already happened)
RB,2018-11-30,4,id626000,1.4019,id798106|id798106|id626000,1.44|1.44|1.4,matches next day (roll already happened)
RB,2018-12-31,4,id463828,1.3021,id463828|id626000|id626000,1.3|1.32|1.32,matches next day (roll already happened)
RB,2019-01-31,4,id587283,1.3776,id463828|id463828|id587283,1.36|1.36|1.38,matches next day (roll already happened)
RB,2019-02-28,4,id265058,1.7523,id587283|id587283|id265058,1.63|1.63|1.75,matches next day (roll already happened)
RB,2019-03-29,4,id177491,1.8825,id177491|id265058|id265058,1.88|1.9|1.9,matches next day (roll already happened)
RB,2019-05-31,4,id717781,1.7714,id717781|id177597|id177597,1.77|1.8|1.8,matches next day (roll already happened)
RB,2019-06-28,4,id394907,1.8966,id394907|id717781|id717781,1.9|1.94|1.94,matches next day (roll already happened)
RB,2019-08-30,4,id896648,1.5297,id896648|id204561|id204561,1.53|1.61|1.61,matches next day (roll already happened)
RB,2019-11-29,4,id472451,1.591,id472451|id664826|id664826,1.59|1.6|1.6,matches next day (roll already happened)
RB,2019-12-31,4,id638283,1.6905,id472451|id472451|id638283,1.7|1.7|1.69,matches next day (roll already happened)
RB,2020-01-31,4,id445909,1.5041,id638283|id638283|id445909,1.49|1.49|1.5,matches next day (roll already happened)
RB,2020-02-28,4,id183195,1.4828,id183195|id445909|id445909,1.48|1.4|1.4,matches next day (roll already happened)
RB,2020-04-30,4,id567912,0.7837,id760286|id760286|id567912,0.7|0.7|0.78,matches next day (roll already happened)
RB,2020-05-29,4,id406038,1.0785,id406038|id567912|id567912,1.08|1.03|1.03,matches next day (roll already happened)
RB,2020-07-31,4,id748519,1.1711,id213778|id213778|id748519,1.19|1.19|1.17,matches next day (roll already happened)
RB,2020-10-30,4,id333271,1.0322,id141048|id141048|id333271,1.05|1.05|1.03,matches next day (roll already happened)
RB,2020-11-30,4,id783592,1.2416,id333271|id333271|id783592,1.25|1.25|1.24,matches next day (roll already happened)
RB,2020-12-31,4,id556757,1.4101,id783592|id783592|id556757,1.41|1.41|1.41,matches next day (roll already happened)
RB,2021-01-29,4,id638898,1.5527,id556757|id556757|id638898,1.57|1.57|1.55,matches next day (roll already happened)
RB,2021-02-26,4,id446523,1.9505,id446523|id638898|id638898,1.95|1.88|1.88,matches next day (roll already happened)
RB,2021-04-30,4,id153118,2.0763,id153118|id270504|id270504,2.08|2.07|2.07,matches next day (roll already happened)
RB,2021-05-28,4,id655230,2.1369,id153118|id153118|id655230,2.14|2.14|2.14,matches next day (roll already happened)
RB,2021-07-30,4,id301297,2.3347,id301297|id493363|id493363,2.33|2.37|2.37,matches next day (roll already happened)
RB,2021-10-29,4,id465257,2.3697,id465257|id149989|id149989,2.37|2.46|2.46,matches next day (roll already happened)
RB,2021-11-30,4,id303628,1.9401,id303628|id465257|id465257,1.94|1.98|1.98,matches next day (roll already happened)
RB,2021-12-31,4,id770531,2.2246,id303628|id303628|id770531,2.23|2.23|2.22,matches next day (roll already happened)
RB,2022-01-31,4,id608658,2.5544,id608658|id770531|id770531,2.55|2.55|2.55,matches next day (roll already happened)
RB,2022-02-28,4,id416285,2.9325,id416285|id608658|id608658,2.93|2.8|2.8,matches next day (roll already happened)
RB,2022-04-29,4,id531084,3.4424,id531084|id203563|id203563,3.44|3.47|3.47,matches next day (roll already happened)
RB,2022-07-29,4,id507793,3.1132,id507793|id700167|id700167,3.11|3.49|3.49,matches next day (roll already happened)
RB,2022-09-30,4,id338709,2.3698,id338709|id203620|id203620,2.37|2.47|2.47,matches next day (roll already happened)
RB,2022-11-30,4,id723457,2.3847,id723457|id203623|id203623,2.38|2.42|2.42,matches next day (roll already happened)
RB,2022-12-30,4,id659057,2.4783,id659057|id723457|id723457,2.48|2.46|2.46,matches next day (roll already happened)
RB,2023-01-31,4,id466675,2.5668,id466675|id659057|id659057,2.57|2.54|2.54,matches next day (roll already happened)
RB,2023-03-31,4,id628556,2.681,id628556|id65484|id65484,2.68|2.7|2.7,matches next day (roll already happened)
RB,2023-04-28,4,id274401,2.5301,id274401|id628556|id628556,2.53|2.58|2.58,matches next day (roll already happened)
RB,2023-06-30,4,id65476,2.5449,id436181|id436181|id65476,2.63|2.63|2.54,matches next day (roll already happened)
RB,2023-09-29,4,id243804,2.3995,id405684|id405684|id243804,2.44|2.44|2.4,matches next day (roll already happened)
RB,2023-11-30,4,id668424,2.1758,id65493|id65493|id668424,2.2|2.2|2.18,matches next day (roll already happened)
RB,2023-12-29,4,id438289,2.1063,id668424|id668424|id438289,2.1|2.1|2.11,matches next day (roll already happened)
RB,2024-01-31,4,id553571,2.2312,id438289|id438289|id553571,2.18|2.18|2.23,matches next day (roll already happened)
RB,2024-02-29,4,id356632,2.581,id356632|id553571|id553571,2.58|2.3|2.3,matches next day (roll already happened)
RB,2024-03-28,4,id133835,2.7206,id356632|id356632|id133835,2.76|2.76|2.72,matches next day (roll already happened)
RB,2024-05-31,4,id584032,2.4174,id361210|id361210|id584032,2.43|2.43|2.42,matches next day (roll already happened)
RB,2024-06-28,4,id215522,2.5015,id584032|id584032|id215522,2.53|2.53|2.5,matches next day (roll already happened)
RB,2024-08-30,4,id76500,2.0932,id741370|id741370|id76500,2.21|2.21|2.09,matches next day (roll already happened)
RB,2024-11-29,4,id719283,1.8988,id85469|id85469|id719283,1.94|1.94|1.9,matches next day (roll already happened)
RB,2024-12-31,4,id254801,2.0092,id254801|id719283|id719283,2.01|2.0|2.0,matches next day (roll already happened)
RB,2025-01-31,4,id131443,2.0588,id131443|id254801|id254801,2.06|2.04|2.04,matches next day (roll already happened)
RB,2025-02-28,4,id550102,2.2223,id550102|id131443|id131443,2.22|1.97|1.97,matches next day (roll already happened)
RB,2025-05-30,4,id323881,2.0151,id248785|id248785|id323881,2.04|2.04|2.02,matches next day (roll already happened)
RB,2025-08-29,4,id398305,1.9689,id560164|id560164|id398305,2.19|2.19|1.97,matches next day (roll already happened)
RB,2025-10-31,4,id716444,1.9008,id580587|id580587|id716444,1.99|1.99|1.9,matches next day (roll already happened)
RB,2025-11-28,4,id357715,1.8215,id716444|id716444|id357715,1.9|1.9|1.82,matches next day (roll already happened)
RB,2025-12-31,4,id690229,1.715,id357715|id357715|id690229,1.71|1.71|1.72,matches next day (roll already happened)
RB,2026-01-30,4,id720729,1.9422,id690229|id690229|id720729,1.92|1.92|1.94,matches next day (roll already happened)
RB,2026-02-27,4,id687924,2.2855,id720729|id720729|id687924,2.08|2.08|2.29,matches next day (roll already happened)
RB,2026-03-31,4,id248403,3.2039,id248403|id687924|id687924,3.2|3.31|3.31,matches next day (roll already happened)
RB,2026-05-29,4,id781272,3.0344,id781272|id258289|id258289,3.03|3.13|3.13,matches next day (roll already happened)
RB,2026-07-31,4,id794064,3.1142,id794064|id319418|id319418,3.11|3.22|3.22,matches next day (roll already happened)
SIL,2010-06-28,4,id197510,18.678,id197510|id192078|id192078,18.68|18.67|18.67,matches next day (roll already happened)
SIL,2010-07-28,4,id126939,17.423,id126939|id197510|id197510,17.42|17.42|17.42,matches next day (roll already happened)
SIL,2010-08-27,4,id119808,19.039,id126939|id126939|id119808,19.04|19.04|19.04,matches next day (roll already happened)
SIL,2010-09-28,4,id126253,21.688,id119808|id119808|id126253,21.69|21.69|21.69,matches next day (roll already happened)
SIL,2010-10-27,4,id197962,23.4,id197962|id126253|id126253,23.4|23.4|23.4,matches next day (roll already happened)
SIL,2010-11-26,4,id197512,26.699,id197512|id197962|id197962,26.7|26.7|26.7,matches next day (roll already happened)
SIL,2010-12-29,4,id126184,30.679,id126184|id197512|id197512,30.68|30.68|30.68,matches next day (roll already happened)
SIL,2011-01-27,4,id141146,27.036,id141146|id126184|id126184,27.04|27.04|27.04,matches next day (roll already happened)
SIL,2011-02-24,4,id113732,33.166,id113732|id141146|id141146,33.17|33.18|33.18,matches next day (roll already happened)
SIL,2011-03-29,4,id172847,36.984,id172847|id113732|id113732,36.98|36.98|36.98,matches next day (roll already happened)
SIL,2011-04-27,4,id107787,45.958,id107787|id172847|id172847,45.96|45.96|45.96,matches next day (roll already happened)
SIL,2011-05-26,4,id103612,37.32,id103612|id107787|id107787,37.32|37.33|37.33,matches next day (roll already happened)
SIL,2011-06-28,4,id197516,33.638,id103612|id103612|id197516,33.63|33.63|33.64,matches next day (roll already happened)
SIL,2011-07-27,4,id169063,40.553,id169063|id197516|id197516,40.55|40.55|40.55,matches next day (roll already happened)
SIL,2011-08-29,4,id115252,40.546,id115252|id169063|id169063,40.55|40.54|40.54,matches next day (roll already happened)
SIL,2011-09-28,4,id116616,30.084,id115252|id115252|id116616,30.08|30.08|30.08,matches next day (roll already happened)
SIL,2011-10-27,4,id31889,35.096,id31889|id116616|id116616,35.1|35.1|35.1,matches next day (roll already happened)
SIL,2011-11-28,4,id197709,32.161,id197709|id31889|id31889,32.16|32.16|32.16,matches next day (roll already happened)
SIL,2011-12-28,4,id136480,27.192,id136480|id197709|id197709,27.19|27.19|27.19,matches next day (roll already happened)
SIL,2012-01-27,4,id56514,33.759,id136480|id136480|id56514,33.75|33.75|33.76,matches next day (roll already happened)
SIL,2012-02-27,4,id115500,35.524,id115500|id56514|id56514,35.52|35.52|35.52,matches next day (roll already happened)
SIL,2012-03-28,4,id27548,31.817,id27548|id115500|id115500,31.82|31.82|31.82,matches next day (roll already happened)
SIL,2012-04-26,4,id149277,31.207,id149277|id27548|id27548,31.21|31.2|31.2,matches next day (roll already happened)
SIL,2012-05-29,4,id37726,27.767,id37726|id149277|id149277,27.77|27.77|27.77,matches next day (roll already happened)
SIL,2012-06-27,4,id100276,26.942,id100276|id37726|id37726,26.94|26.94|26.94,matches next day (roll already happened)
SIL,2012-07-27,4,id51443,27.477,id100276|id100276|id51443,27.48|27.48|27.48,matches next day (roll already happened)
SIL,2012-08-29,4,id171756,30.837,id171756|id51443|id51443,30.84|30.83|30.83,matches next day (roll already happened)
SIL,2013-01-29,4,id276067,31.159,id116085|id116085|id276067,31.16|31.16|31.16,matches next day (roll already happened)
SIL,2013-02-26,4,id179536,29.26,id179536|id276067|id276067,29.26|29.26|29.26,matches next day (roll already happened)
SIL,2013-04-26,4,id111871,23.758,id111871|id26122|id26122,23.76|23.76|23.76,matches next day (roll already happened)
SIL,2014-01-29,4,id59368,19.536,id86654|id86654|id59368,19.53|19.53|19.54,matches next day (roll already happened)
SIL,2014-02-26,4,id60401,21.254,id59368|id59368|id60401,21.25|21.25|21.25,matches next day (roll already happened)
SIL,2014-09-26,4,id535,17.48,id535|id71572|id71572,17.48|17.48|17.48,matches next day (roll already happened)
SIL,2014-11-25,4,id177101,16.553,id177101|id275|id275,16.55|16.55|16.55,matches next day (roll already happened)
SIL,2014-12-29,4,id26132,15.743,id177101|id177101|id26132,15.74|15.74|15.74,matches next day (roll already happened)
SIL,2015-03-27,4,id20430,17.052,id6778|id6778|id20430,17.05|17.05|17.05,matches next day (roll already happened)
SIL,2015-06-26,4,id151729,15.735,id2133|id2133|id151729,15.74|15.74|15.74,matches next day (roll already happened)
SIL,2015-11-25,4,id147496,14.158,id147496|id1845|id1845,14.16|14.17|14.17,matches next day (roll already happened)
SIL,2015-12-29,4,id133133,13.899,id147496|id147496|id133133,13.92|13.92|13.9,matches next day (roll already happened)
SIL,2016-01-27,4,id15066,14.44,id133133|id133133|id15066,14.44|14.44|14.44,matches next day (roll already happened)
SIL,2016-02-25,4,id1030,15.17,id1030|id15066|id15066,15.17|15.16|15.16,matches next day (roll already happened)
SIL,2016-11-28,4,id62950,16.583,id12627|id12627|id62950,16.58|16.58|16.58,matches next day (roll already happened)
SIL,2016-12-28,4,id84269,15.984,id62950|id62950|id84269,15.99|15.99|15.98,matches next day (roll already happened)
SIL,2017-01-27,4,id242012,17.107,id84269|id84269|id242012,17.1|17.1|17.11,matches next day (roll already happened)
SIL,2017-02-24,4,id49798,18.339,id242012|id242012|id49798,18.34|18.34|18.34,matches next day (roll already happened)
SIL,2017-03-29,4,id151455,18.231,id151455|id49798|id49798,18.23|18.23|18.23,matches next day (roll already happened)
SIL,2017-05-26,4,id150,17.288,id103667|id103667|id150,17.28|17.28|17.29,matches next day (roll already happened)
SIL,2017-06-28,4,id50693,16.727,id150|id150|id50693,16.72|16.72|16.73,matches next day (roll already happened)
SIL,2017-10-27,4,id60,16.707,id611|id611|id60,16.7|16.7|16.71,matches next day (roll already happened)
